,BHK,Baths,Total_Area_SqFt,BuiltUp_Area_Sqm,Price_per_SqFt,Type_of_Land,Location,Price
431,0,0,2400,223,2400,Residential land / Plot,Madhura Nagar,5760000
432,2,2,1050,98,5523,Apartment,Electronics City Phase 1,5800000
433,5,5,1215,113,6944,Bedroom House,Sarjapur,12500000
434,11,11,1860,173,18817,Bedroom House,Munnekollal,35000000
435,0,0,1200,111,7200,Residential land / Plot,Kodathi,8640000
436,2,2,1235,115,6963,Apartment,Balagere,8600000
437,2,2,1200,111,3583,Apartment,Electronic City,4300000
438,6,0,2400,223,8750,Residential land / Plot,Banashankari Stage 6,21000000
439,2,2,1100,102,4090,Apartment,Hebbal,4500000
440,3,3,1275,118,5568,Apartment,Electronic City,7100000
441,2,2,1500,139,4600,Bedroom House,Ramanagara,6900000
442,32,32,5000,465,8400,Bedroom House,Vijaya Bank Layout,42000000
443,2,2,830,77,4010,Apartment,Margondanahalli,3328000
444,6,6,3135,291,8996,Bedroom House,Virupakshapura,32500000
445,2,2,1058,98,8000,Apartment,Tumkur Road,8500000
446,5,5,880,82,9659,Bedroom House,Govindpura,8500000
447,3,3,2640,245,13257,Bedroom House,Horamavu,35000000
448,3,3,1405,131,11032,Apartment,Vasanth nagar,15500000
449,6,0,2400,223,6250,Residential land / Plot,Banashankari Stage 6,15000000
450,2,2,900,84,8333,Bedroom House,TC Palaya,7900000
451,0,0,3126,290,959,Residential land / Plot,Chikkaballapur,3000000
452,0,0,6800,632,5500,Residential land / Plot,Mico Layout,37400000
454,3,3,1563,145,6589,Apartment,Konanakunte,10300000
455,2,2,1020,95,5686,Apartment,Uttarahalli,5800000
456,3,3,1075,100,3906,Apartment,Doddaballapur Road,4200000
457,3,3,1730,161,6936,Apartment,Rajarajeshwari Nagar,12000000
458,0,0,1200,111,3300,Residential land / Plot,Sollepura,3960000
459,2,2,825,77,6266,Apartment,Gubbalala,5170000
460,2,2,1365,127,8571,Apartment,7th Phase JP Nagar,11700000
461,5,5,1160,108,11034,Bedroom House,Kattigenahalli,12800000
462,0,0,1200,111,9000,Residential land / Plot,Chelekare,10800000
463,2,2,1300,121,10384,Apartment,JP Nagar,13500000
464,3,3,1002,93,6000,Apartment,Tejaswini Nagar,5800000
465,2,2,1220,113,7049,Apartment,Varthur,8600000
466,2,2,1353,126,4470,Apartment,Begur Road,5400000
467,2,2,795,74,5031,Apartment,Jigani,4000000
468,3,3,3700,344,16216,Apartment,Indira Nagar Stage 2,60000000
469,2,2,1350,125,3481,Apartment,Attibele,4500000
470,2,2,1120,104,4910,Apartment,Kodigehalli,5500000
471,4,4,2000,186,11500,Bedroom House,Devanahalli,23000000
472,2,2,1083,101,6000,Apartment,Kanakapura Road,6300000
473,2,2,1235,115,5506,Apartment,Electronic City Phase 2,6800000
474,2,2,825,77,2666,Apartment,Electronic City,2200000
475,2,2,1149,107,5657,Apartment,Kaggadasapura,6500000
476,2,2,1144,106,6993,Apartment,Sarjapur Road,8000000
477,3,3,1275,118,5235,Apartment,Surabhi Layout,6675000
478,2,2,796,74,5025,Apartment,Jigani,4000000
479,1,1,372,35,7983,Studio Apartments /  RK Flats,Banashankari,2970000
480,0,0,2400,223,1950,Residential land / Plot,Devanahalli,4680000
481,0,0,600,56,7500,Residential land / Plot,Anjanapura,4500000
482,0,0,2400,223,2000,Residential land / Plot,Bidadi,4800000
483,2,2,1005,93,4378,Apartment,Electronic City,4500000
484,0,0,2400,223,3000,Residential land / Plot,Bidadi,7200000
485,2,2,1301,121,7302,Apartment,Kundalahalli,9500000
486,2,2,2400,223,2833,Apartment,Bannerghatta,6800000
487,3,3,5404,502,11102,Bedroom House,Horamavu,60000000
488,3,3,1350,125,5481,Apartment,Uttarahalli,7400000
489,2,2,1192,111,6040,Apartment,RT Nagar,7200000
490,2,2,1221,113,7616,Apartment,Electronic City,8800000
491,1,1,1005,93,4875,Apartment,Kogilu,4900000
492,4,4,1900,177,4731,Apartment,Shikaripalya,8990000
493,0,0,1500,139,1900,Residential land / Plot,Nandi Hills,2850000
494,0,0,1200,111,1199,Residential land / Plot,Ramanagara,1439000
495,2,2,1332,124,6156,Apartment,Devarachikkanahalli,7800000
496,3,3,1453,135,5505,Apartment,Whitefield,8000000
497,2,2,1311,122,6107,Apartment,Govindapura,8000000
498,2,2,895,83,5195,Apartment,Electronic City,4650000
499,2,2,950,88,8885,Apartment,Devanahalli,5100000
500,2,2,1050,98,2761,Apartment,Electronics City Phase 1,2900000
501,4,4,3027,281,14000,Apartment,Vasanth nagar,42200000
502,2,2,1100,102,6500,Apartment,Kasavanhalli,6500000
503,3,3,1680,156,6666,Apartment,Rajarajeshwari Nagar,10000000
504,2,2,1080,100,8789,Apartment,Thanisandra,9493000
505,2,2,1066,99,3940,Apartment,1st Block Koramangala,4400000
506,2,2,1100,102,4090,Apartment,Manorayana Palya,4500000
507,3,3,2003,186,10484,Apartment,Thanisandra,21000000
508,0,0,2050,190,14634,Residential land / Plot,Anand Nagar,30000000
509,2,2,1075,100,5209,Apartment,Hosapalya,5600000
510,3,3,1200,111,11250,Bedroom House,KR Puram,13500000
511,2,2,792,74,2904,Apartment,Chandapura,2300000
512,3,3,3246,302,4621,Bedroom House,Anekal,15000000
513,6,6,2800,260,4821,Bedroom House,Hosapalya,13500000
514,0,0,2700,251,2700,Residential land / Plot,Huttanahalli,7290000
515,2,2,582,54,7388,Apartment,Nelamangala,4300000
516,2,2,1429,133,14345,Apartment,1A Block Koramangala,20500000
517,3,3,1800,167,4388,Bedroom House,"maruthinagar, Yelahanka, Bangalore-560064",7900000
518,4,4,1392,129,11135,Bedroom House,Prashanth Nagar,15500000
519,2,2,1285,119,4280,Apartment,Kattigenahalli,5500000
520,4,4,1671,155,11849,Bedroom House,Ramamurthy Nagar,19800000
521,2,2,986,92,5882,Apartment,SR Layout,5800000
522,3,3,1681,156,5738,Apartment,Yelahanka,9646000
523,0,0,130680,12141,918,Residential land / Plot,Sarjapur,1200000
524,3,3,1025,95,3317,Apartment,Marsur,3400000
525,1,1,750,70,8666,Apartment,Bannerghatta Road,6500000
526,1,1,550,51,6363,Apartment,Electronics City Phase 1,3500000
527,0,0,1200,111,4500,Residential land / Plot,Kithaganur,5400000
528,4,4,2400,223,5625,Apartment,8th Phase JP Nagar,13500000
529,0,0,2126,198,3998,Residential land / Plot,Yelahanka New Town,8500000
530,3,3,1200,111,8333,Apartment,Varthur Road,10000000
531,2,2,1155,107,4329,Apartment,Alfa Garden Layout,5000000
532,2,2,691,64,3907,Apartment,Marsur,2700000
533,2,2,956,89,5230,Apartment,9th Phase JP Nagar,5000000
534,0,0,1500,139,8666,Residential land / Plot,Nagavara,13000000
535,3,3,1330,124,7142,Apartment,Hebbal,9500000
536,2,2,1280,119,4140,Apartment,Pragathi Nagar,5300000
537,2,2,936,87,5662,Apartment,Old Madras Road,5300000
538,2,2,1180,110,9745,Apartment,Mysore Road,11500000
539,2,2,1200,111,13333,Bedroom House,AGB Layout,16000000
540,3,3,1375,128,5090,Apartment,Horamavu,7000000
541,2,2,1500,139,15000,Apartment,Bommanahalli,22500000
542,2,2,962,89,4158,Apartment,Bommasandra,4000000
543,2,2,975,91,5333,Apartment,Sarjapur,5200000
544,2,2,1000,93,6000,Apartment,Hoodi,6000000
545,0,0,25000,2323,900,Residential land / Plot,Bangalore Mysore Highway,22500000
547,0,0,1420,132,20423,Residential land / Plot,Govindarajanagar,29000000
548,0,0,1200,111,13000,Residential land / Plot,Jaibharath Nagar,15600000
549,0,0,12150,1129,667,Residential land / Plot,Hosa Road,8100000
550,2,2,1025,95,8000,Apartment,Uttarahalli,8200000
551,6,0,10800,1003,1111,Residential land / Plot,Banashankari Stage 6,12000000
552,0,0,1500,139,12600,Residential land / Plot,MS Ramaiah North layout,18900000
553,4,4,2400,223,5417,Bedroom House,Electronics City Phase 1,13000000
554,2,2,1420,132,9295,Apartment,Rajarajeshwari Nagar,13200000
555,3,3,1865,173,5362,Apartment,Whitefield,10000000
556,2,2,1000,93,28000,Apartment,Vidyapeeta Circle,28000000
557,0,0,1200,111,4000,Residential land / Plot,Jigani,4800000
558,3,3,1436,133,10097,Apartment,Nagarbhavi,14500000
559,0,0,1200,111,8500,Residential land / Plot,Begur Road,10200000
560,0,0,1200,111,7917,Residential land / Plot,Bommasandra,9500000
561,3,3,1710,159,8187,Apartment,Kadugodi,14000000
562,4,4,2900,269,15517,Apartment,Banaswadi,45000000
563,3,3,6000,557,2917,Apartment,Papareddy Palya,17500000
564,3,3,1520,141,9868,Apartment,Hosur Road,15000000
565,0,0,1800,167,16000,Residential land / Plot,Sanjay nagar,28800000
566,3,3,1116,104,7796,Apartment,Yelahanka,8700000
567,7,0,2400,223,23000,Residential land / Plot,7th Block Jayanagar,55199999
568,3,3,1522,141,8541,Apartment,JP Nagar,13000000
569,2,2,1305,121,11494,Apartment,Thanisandra,15000000
570,2,2,1100,102,5000,Bedroom House,8th Phase JP Nagar,5500000
571,2,2,1100,102,5455,Apartment,Hosa Road,6000000
572,2,2,1100,102,11818,Bedroom House,Horamavu Agara,13000000
573,0,0,1800,167,5000,Residential land / Plot,Devanahalli,9000000
574,0,0,1200,111,10000,Residential land / Plot,Geddalahalli-Sanjay Nagar,12000000
575,5,5,2200,204,5227,Apartment,Margondanahalli,11500000
576,6,0,600,56,6667,Residential land / Plot,Banashankari Stage 6,4000000
577,2,2,1200,111,3833,Apartment,Hennur Road,4600000
578,0,0,4000,372,7500,Residential land / Plot,Banashankari,30000000
579,0,0,1350,125,4200,Residential land / Plot,Jalahalli,5670000
580,2,2,1148,107,5226,Apartment,Seegehalli Village Road,6000000
581,0,0,1500,139,5667,Residential land / Plot,Devanahalli,8500000
582,2,2,1225,114,8163,Apartment,Kalena Agrahara,10000000
583,2,2,1152,107,6510,Apartment,Budigere,7500000
584,3,3,1400,130,907,Bedroom House,BTM Layout,1270000
585,2,2,550,51,5455,Apartment,Electronic City Phase 2,3000000
586,4,4,1600,149,3875,Bedroom House,Thanisandra,6200000
587,2,2,1042,97,6238,Apartment,Marathahalli,6500000
588,6,6,2500,232,7600,Bedroom House,RT Nagar,19000000
589,3,3,1501,139,4997,Apartment,Rayasandra,7500000
590,3,3,1100,102,6364,Apartment,Sultan Palaya,7000000
591,0,0,1200,111,5500,Residential land / Plot,Yelahanka New Town,6600000
592,0,0,1200,111,3333,Residential land / Plot,Jalahalli East,4000000
593,5,5,2100,195,3810,Bedroom House,Sarjapur Road,8000000
594,0,0,2400,223,6300,Residential land / Plot,Banjara Layout,15100000
595,8,8,2700,251,3037,Bedroom House,Hosa Road,8200000
596,3,3,2400,223,4167,Bedroom House,Koppa,10000000
597,3,3,1510,140,7285,Apartment,BTM 2nd Stage,11000000
598,0,0,3200,297,1562,Residential land / Plot,Sarjapur Road,5000000
599,2,2,1110,103,7658,Apartment,Jaraganahalli,8500000
600,2,2,1150,107,2783,Apartment,Hosakerehalli,3200000
601,2,2,711,66,5626,Apartment,Sarjapur,4000000
602,2,2,1265,118,8300,Apartment,JP Nagar,10500000
603,2,2,1800,167,5278,Bedroom House,Bannerghatta Road,9500000
604,2,2,656,61,3963,Apartment,janadhar shubha phase2 apartment thattanahalli,2600000
605,0,0,1450,135,3517,Residential land / Plot,khb suryacity,5100000
606,2,2,1145,106,4235,Apartment,Electronic City,4850000
607,2,2,1157,107,5186,Apartment,Bannerghatta Road,6000000
608,0,0,1000,93,3200,Residential land / Plot,Chandapura,3200000
609,1,1,760,71,19737,Apartment,63 9th cross 1 st main bharati layout sg palya bg rd,15000000
610,3,3,2160,201,12000,Apartment,Basavangudi,25900000
611,1,1,661,61,8775,Apartment,Prestige Lakeridge,5800000
612,3,3,2200,204,6773,Bedroom House,Nagarabhavi Block 8,14900000
613,3,3,1286,119,5832,Apartment,Whitefield,7500000
614,1,1,2400,223,4125,Bedroom House,Bommanahalli,9900000
615,2,2,1032,96,4941,Apartment,Sarjapur,5100000
616,2,2,750,70,10000,Apartment,Basavangudi,7500000
617,1,1,2100,195,7646,Bedroom House,Whitefield,16100000
618,2,2,1309,122,7639,Apartment,Mallasandra,10000000
619,2,2,750,70,6267,Apartment,VBHC PALMHEAVEN 1,4700000
620,0,0,1400,130,2500,Residential land / Plot,Sulibele,3500000
621,2,2,1214,113,6837,Apartment,Kasturi Nagar,8300000
622,2,2,1200,111,5833,Apartment,BEML Layout-RR Nagar Stage 5,7000000
623,3,3,2400,223,16250,Bedroom House,Basaveshwar Nagar,39000000
624,3,3,2000,186,8250,Apartment,ISRO Layout,16500000
625,0,0,1064,99,5545,Residential land / Plot,Sarjapur,5900000
626,3,3,1385,129,5487,Apartment,Bidare Agraha,7600000
627,2,2,1260,117,4365,Apartment,Vidyaranyapura,5500000
628,0,0,1200,111,4500,Residential land / Plot,Uttarahalli Road Sunkalpalya,5400000
629,2,2,1190,111,7983,Apartment,JP Nagar,9500000
630,2,2,797,74,5897,Apartment,Bannerghatta Road,4700000
631,2,2,1100,102,5909,Apartment,BEML Layout,6500000
632,2,2,1392,129,3233,Apartment,Hosa Road,4500000
633,4,4,2232,207,10753,Apartment,Sarjapur Road,24000000
634,2,2,1000,93,4500,Apartment,Hebbal,4500000
635,0,0,40000,3716,250,Residential land / Plot,Nirman Layout,10000000
636,3,3,1238,115,4846,Apartment,Vinayak Nagar,6000000
637,3,3,1950,181,9487,Apartment,Rajajinagar,18500000
638,3,3,1650,153,7878,Apartment,Sonnenahalli,13000000
639,0,0,1200,111,5000,Residential land / Plot,Whitefield,6000000
640,1,1,3800,353,2894,Apartment,Shanthi Pura,11000000
641,0,0,2522,234,4956,Residential land / Plot,Vidyaranyapura,12500000
642,2,2,858,80,8741,Apartment,Carmelaram,7500000
643,3,3,1470,137,17619,Apartment,Basavangudi,25900000
644,3,3,1484,138,7277,Apartment,Vijayanagar,10800000
645,2,2,600,56,10000,Bedroom House,5th Phase JP Nagar,6000000
646,6,6,2720,253,14705,Bedroom House,Rajajinagar,40000000
647,2,2,1000,93,4500,Apartment,Kanakapura Road,4500000
648,3,3,2376,221,12626,Apartment,Banashankari,30000000
649,2,2,1200,111,13333,Bedroom House,Jalahalli,16000000
650,2,2,1080,100,7870,Apartment,JP Nagar,8500000
651,2,2,1074,100,7262,Apartment,Mysore Road,7800000
652,6,0,1200,111,6000,Residential land / Plot,Banashankari Stage 6,7200000
653,4,4,5000,465,18000,Apartment,Yemlur,90000000
654,0,0,1200,111,1875,Residential land / Plot,Dasanapura,2250000
655,2,2,957,89,6269,Apartment,Kannamangala,6000000
656,3,3,1650,153,8787,Apartment,Sonnenahalli,14500000
657,4,4,1419,132,25722,Bedroom House,4th Block Koramangala,36500000
658,3,3,1217,113,5094,Apartment,Sompura,6200000
659,6,6,2160,201,4537,Bedroom House,KR Puram,9800000
660,0,0,1200,111,7500,Residential land / Plot,Kammasandra,9000000
661,5,5,3000,279,3266,Bedroom House,Ulsoor,9800000
662,7,7,784,73,11989,Bedroom House,New Gurappana Palya,9400000
663,3,3,1805,168,9972,Apartment,Whitefield,18000000
664,2,2,1147,107,4795,Apartment,Whitefield,5500000
665,0,0,720,67,2083,Residential land / Plot,Naganathapura,1500000
666,2,2,1115,104,5201,Apartment,Ramagondanahalli,5800000
667,2,2,1263,117,5938,Apartment,Yelahanka,7500000
668,2,2,968,90,7747,Apartment,Tumkur Road,7500000
669,2,2,1175,109,5957,Apartment,BEML Layout,7000000
670,3,3,1278,119,5868,Apartment,Subramanyapura,7500000
671,3,3,1690,157,4733,Apartment,BEML Layout,8000000
672,0,0,1410,131,5900,Residential land / Plot,Kothnur Narayanapura,8319000
673,2,2,830,77,6265,Apartment,Vijayanagar,5200000
674,2,2,1300,121,5769,Apartment,Sai Gardens,7500000
675,5,5,2400,223,31250,Bedroom House,Rajajinagar,75000000
676,3,3,1400,130,8000,Apartment,Avalahalli bda layout bsk 3rd stage,12000000
677,1,1,600,56,28333,Apartment,HSR Layout,17000000
678,2,2,1020,95,6078,Apartment,Saraswatipuram,6200000
679,7,7,3180,295,12000,Bedroom House,Horamavu Banaswadi,37500000
680,2,2,1050,98,6000,Apartment,Malleshwaram,6600000
681,2,2,1080,100,4814,Apartment,Rajarajeshwari Nagar 5th Stage,5200000
682,0,0,1200,111,5200,Residential land / Plot,Kengeri,6240000
683,2,2,960,89,5208,Apartment,Harlur Road,5000000
684,2,2,900,84,5888,Apartment,Harlur Road,5300000
685,2,2,931,86,5907,Apartment,Brookefield,5500000
686,0,0,1560,145,1602,Residential land / Plot,devanagonthi,2500000
687,2,2,1300,121,6153,Apartment,Whitefield,8000000
688,2,2,1073,100,7112,Apartment,Electronic City,7631999
689,2,2,1195,111,5439,Apartment,Gunjur,7000000
690,2,2,1015,94,6467,Apartment,Electronics City Phase 1,6565000
691,3,3,1705,158,4398,Apartment,Yelahanka,7500000
692,3,3,1486,138,5720,Bedroom House,Sarjapur,8500000
693,3,3,999,93,5560,Apartment,Electronic City,5555000
694,13,13,4000,372,4995,Bedroom House,Banashankari Stage 3,20000000
695,2,2,1105,103,5429,Apartment,Kodichikkanahalli,6000000
696,4,4,1000,93,22000,Apartment,Kempapura,22000000
697,2,2,1124,104,6227,Apartment,Tata Nagar,7000000
698,4,4,1800,167,6666,Bedroom House,Nagarbhavi,12000000
699,3,3,1710,159,8187,Apartment,Kanakapura Road,14000000
700,4,4,1500,139,10000,Bedroom House,Chandapura,15000000
701,3,3,36009,3345,1249,Bedroom House,Yelahanka,45000000
702,5,5,1320,123,11212,Bedroom House,Sonnenahalli,14800000
703,2,2,1100,102,5454,Apartment,Sarjapur Road,6000000
704,2,2,1500,139,3333,Apartment,Kaggadasapura,5000000
705,2,2,1140,106,5526,Apartment,Margondanahalli,6300000
706,2,2,768,71,3906,Apartment,Gottigere,3000000
707,2,2,1169,109,6159,Apartment,Hulimavu,7200000
708,3,0,2240,208,6696,Residential land / Plot,Narayana Nagar 3rd Block,15000000
709,2,2,1000,93,7000,Apartment,Kogilu,7000000
710,1,0,6500,604,12307,Residential property,1st Stage Indira Nagar,80000000
711,5,5,4000,372,7500,Bedroom House,Srinagar,30000000
712,2,2,900,84,10000,Bedroom House,Madiwala,9000000
713,4,4,1560,145,10256,Bedroom House,Doddakannelli,16000000
714,2,2,1115,104,5740,Apartment,Banaswadi,6400000
715,3,3,1216,113,4950,Apartment,Kaggadasapura,6000000
716,2,2,1050,98,4762,Apartment,Versova Layout,5000000
717,0,0,3239,301,10497,Residential land / Plot,Sarjapur Road,34000000
718,3,3,600,56,23333,Bedroom House,Kengeri Hobli,14000000
719,0,0,1200,111,250,Residential land / Plot,Attibele,30000000
720,4,4,720,67,13194,Apartment,CV Raman Nagar,9500000
721,0,0,1200,111,3000,Residential land / Plot,Devanahalli,3600000
722,0,0,1500,139,3000,Residential land / Plot,Kanakapura Road,4500000
723,3,3,1200,111,5833,Apartment,Chandra Layout,7000000
724,3,3,1250,116,2800,Apartment,"Jayalakshmi Mansion, Electronics City Phase 1, Bangalore",3500000
725,2,2,900,84,5527,Apartment,Padmanabhanagar,4975000
726,2,2,860,80,5232,Apartment,Varthur,4500000
727,2,2,600,56,15000,Bedroom House,Mahadeshwara Nagar,9000000
729,4,4,2400,223,11459,Bedroom House,Mesthri Palya,27500000
730,0,0,1225,114,2775,Residential land / Plot,Geddalahalli,3300000
731,0,0,1200,111,5166,Residential land / Plot,Kempegowda Layout,6200000
732,2,2,903,84,4318,Apartment,Gottigere,3900000
733,0,0,1207,112,2700,Residential land / Plot,Dasanapura,3250000
734,2,2,1270,118,7086,Apartment,Hennur,9000000
735,2,2,1295,120,5173,Apartment,TK Reddy Layout,6700000
736,0,0,1260,117,5952,Residential land / Plot,Vishwapriya Layout,7500000
737,3,3,1250,116,4640,Apartment,Electronic City,5800000
738,2,2,600,56,11666,Bedroom House,Munnekollal,7000000
739,3,3,1410,131,7092,Apartment,Horamavu Agara,10000000
740,3,3,943,88,7423,Apartment,ITPL,7200000
741,2,2,861,80,5574,Apartment,Vignana Nagar,4800000
742,0,0,2500,232,2300,Residential land / Plot,Bagalur,5500000
743,3,3,1468,136,5995,Apartment,Hebbal,8800000
744,2,2,700,65,2929,Apartment,Chandapura,2050000
745,0,0,600,56,2000,Residential land / Plot,Doddabidrakallu,1200000
746,0,0,1200,111,2500,Residential land / Plot,Kanakapura Road,3000000
747,2,2,614,57,4885,Apartment,Anekal,3000000
748,2,2,1080,100,5092,Apartment,Rajarajeshwari Nagar,5500000
749,4,4,1200,111,8333,Bedroom House,Kengeri Satellite Town Stage 1,10000000
750,10,10,2700,251,5185,Apartment,Muneshwara Nagar,14000000
751,0,0,1200,111,2000,Residential land / Plot,Bidadi,2400000
752,3,3,1484,138,4200,Apartment,Sonnenahalli,6233000
753,0,0,1200,111,834,Residential land / Plot,Chikka Tirupathi,1000000
754,2,2,1250,116,4000,Apartment,Hebbal,5000000
755,3,3,1200,111,19166,Bedroom House,mahalakshmipuram,23000000
756,0,0,1200,111,1500,Residential land / Plot,Suragajakkanahalli,1800000
757,0,0,600,56,4999,Residential land / Plot,Hegde Nagar,3000000
758,2,2,1050,98,4952,Apartment,RT Nagar,5200000
759,3,3,2500,232,23600,Apartment,Thanisandra,59000000
760,2,2,1200,111,9166,Apartment,Vijayanagar,11000000
761,1,1,700,65,6714,Bedroom House,Singanayakanahalli,4700000
762,2,2,1100,102,4545,Apartment,Whitefield,5000000
763,3,3,1843,171,6511,Apartment,Mallasandra,12000000
764,3,3,1945,181,4884,Apartment,KR Puram,9500000
765,0,0,1500,139,6800,Residential land / Plot,Hosa Road,10200000
766,2,2,741,69,4723,Apartment,H Cross,3500000
767,3,3,1620,151,5850,Apartment,Nagondanahalli,9477000
768,3,3,1500,139,14000,Bedroom House,Sarjapur,21000000
769,1,0,600,56,7250,Residential land / Plot,Electronics City Phase 1,4300000
770,3,3,2650,246,10377,Apartment,Hennur Road,27500000
771,3,3,1492,139,7037,Apartment,Marathahalli,10500000
772,2,2,1000,93,6500,Apartment,Vijayanagar,6500000
773,2,2,1325,123,5660,Apartment,Cox Town,7500000
774,2,2,1112,103,7643,Apartment,Seetharampalya,8500000
775,3,3,1610,150,11863,Apartment,Yeshwanthpur Industrial Suburb,19100000
776,2,2,795,74,5911,Apartment,Jigani,4700000
777,2,2,1165,108,3433,Apartment,Hoskote,4000000
778,1,0,2400,223,29166,Residential land / Plot,Sector 1 HSR Layout,70000000
779,3,3,1230,114,4715,Apartment,Billekahalli,5800000
780,3,3,2750,255,5455,Bedroom House,9th Phase JP Nagar,15000000
781,3,3,936,87,6944,Apartment,Electronic City,6500000
782,2,2,1323,123,4913,Apartment,Gottigere,6500000
783,0,0,1200,111,3667,Residential land / Plot,Devanahalli,4400000
784,2,2,1200,111,4583,Apartment,Horamavu,5500000
785,1,1,562,52,6762,Apartment,Rajajinagar,3800000
786,2,2,1038,96,4046,Apartment,Kamakshipalya,4200000
787,0,0,1500,139,2467,Residential land / Plot,Tumkur Road,3700000
788,1,1,1200,111,4166,Apartment,Akshayanagar,5000000
789,1,1,9800,910,15306,Bedroom House,Vijayanagar,1500000
790,1,1,1105,103,5882,Bedroom House,Subramanyapura,6500000
791,1,1,1500,139,8333,Bedroom House,Chikkaballapura,12500000
792,1,1,2400,223,16000,Bedroom House,Sanjaynagar,38400000
793,1,1,1500,139,6133,Bedroom House,Margondanahalli,9200000
794,4,4,1900,177,4732,Apartment,Electronics City Phase 1,8990000
795,1,1,685,64,7299,Apartment,Sarjapur Road,5000000
796,3,3,1435,133,6620,Apartment,Bannerghatta,9500000
797,2,2,960,89,3646,Apartment,Sompura,3500000
798,3,3,1680,156,14285,Bedroom House,Hongasandra,24000000
799,0,0,1200,111,875,Residential land / Plot,Devanahalli Int Airport,1050000
800,5,5,3600,334,3194,Apartment,Jakkur,11500000
801,0,0,2400,223,3000,Residential land / Plot,Gummanahalli,7200000
802,2,2,1250,116,5120,Apartment,Chikkalasandra,6400000
803,3,3,368,34,9782,Bedroom House,Bannerghatta Road,3600000
804,2,2,800,74,18750,Apartment,Malleshpalya,15000000
805,2,2,1100,102,5000,Apartment,Green Glen Layout,5500000
806,2,2,10700,994,5420,Apartment,talagatapura lake near,58000000
807,3,3,1568,146,7971,Apartment,Pantharapalya,12500000
808,5,5,660,61,13030,Bedroom House,Medahalli,8600000
809,10,10,4800,446,3750,Bedroom House,Peenya,18000000
810,3,3,1367,127,5486,Apartment,Electronic City Phase 2,7500000
811,16,16,5600,520,8928,Bedroom House,HSR Layout,50000000
812,1,1,562,52,4448,Apartment,TC Palaya,2500000
813,3,3,2350,218,11063,Apartment,Benson Town,26000000
814,2,2,1180,110,6271,Apartment,Kasavanhalli,7400000
815,2,2,1284,119,7320,Apartment,Whitefield,9400000
816,3,3,1521,141,5193,Apartment,Sunkadakatte,7900000
817,3,3,1300,121,6923,Apartment,2nd Stage Nagarbhavi,9000000
818,2,2,910,85,3626,Apartment,Hennur Road,3300000
819,2,2,850,79,4352,Apartment,Hennur Bande,3700000
820,3,3,1100,102,4090,Apartment,Sarjapur Road,4500000
821,2,2,1200,111,7916,Apartment,Hennur Road,9500000
822,3,3,1735,161,5994,Apartment,Thanisandra,10400000
823,2,2,1088,101,4780,Apartment,Arkavathy Layout,5200000
824,2,2,1088,101,5000,Apartment,Horamavu Agara,5700000
825,4,4,3120,290,12,Bedroom House,"Anniah Reddy Road, Ulsoor",40000
826,13,13,6200,576,4677,Bedroom House,Hoodi,29000000
827,2,2,1135,105,3524,Apartment,Arkavathy Layout,4000000
828,2,2,1125,105,3733,Apartment,Horamavu Agara,4200000
829,2,2,950,88,4736,Apartment,Lal Bahadur Shastri Nagar,4500000
830,4,4,600,56,18333,Bedroom House,Basaveshwara Nagar,11000000
831,0,0,1200,111,6666,Residential land / Plot,Nayandanahalli,8000000
832,1,1,600,56,6000,Apartment,RPC layout,3600000
833,3,3,1710,159,5730,Apartment,Gollahalli,9800000
834,2,2,960,89,4487,Apartment,Sarjapur,3500000
835,2,2,1145,106,10043,Apartment,Kundalahalli,11500000
836,4,4,1456,135,8928,Bedroom House,D Group Layout,13000000
837,0,0,1600,149,10000,Residential land / Plot,Arkavathy Layout,16000000
838,14,14,5500,511,4818,Bedroom House,Marathahalli,26500000
839,3,3,1260,117,4761,Apartment,Electronic City,6000000
840,2,2,1255,117,15936,Apartment,Jayanagar,20000000
841,2,2,1081,100,7400,Apartment,Hoodi,8000000
842,3,3,1200,111,33333,Bedroom House,Indira Nagar,40000000
843,9,0,640,59,11718,Residential land / Plot,9th Phase JP Nagar,7500000
844,2,2,1000,93,1590,Bedroom House,Electronic City,1590000
845,3,3,1148,107,6533,Apartment,ITPL,7500000
846,2,2,1200,111,4833,Apartment,Kannamangala,5800000
847,2,2,995,92,4824,Apartment,Atmananda Colony,4800000
848,0,0,1200,111,1590,Residential land / Plot,Sulivara,1907999
849,4,4,1200,111,10750,Bedroom House,Whitefield,12900000
850,3,3,1742,162,4879,Apartment,Bommasandra,8500000
851,2,2,995,92,10050,Apartment,Atmananda Colony,10000000
852,1,1,720,67,4861,Apartment,Kudlu,3500000
853,4,4,1816,169,19823,Bedroom House,Chikkagubbi,36000000
854,3,3,1300,121,6153,Apartment,3rd Block Jayanagar,8000000
855,4,4,3600,334,5555,Bedroom House,MCECHS layout,20000000
856,2,2,1000,93,5000,Apartment,Koramangala,5000000
857,0,0,1200,111,5300,Residential land / Plot,Kengeri Satellite Town,6300000
858,3,3,1687,157,7185,Apartment,Jakkur,12500000
859,0,0,1275,118,3882,Residential land / Plot,Dwarka Nagar,4950000
860,0,0,740520,68797,9,Residential land / Plot,Kengeri,6360000
861,4,4,3200,297,4031,Bedroom House,Whitefield,12900000
862,0,0,1500,139,2600,Residential land / Plot,Kengeri,3900000
