,location,price_per_sqft,total_sqft,builtup_area,bhk,price
204,2 BHK Apartment in Ulwe,"₹ 8,136/sq.ft.","1,100 sq.ft. (102 sq.m.) Super built-up Area",(102 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 89.5 L₹ 8,136/sq.ft."
205,2 BHK Apartment in Sector 9 Ulwe,"₹ 8,722/sq.ft.","1,221 sq.ft. (113 sq.m.) Super built-up Area",(113 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 1.07 Cr₹ 8,722/sq.ft."
206,2 BHK Apartment in Sector 21 Ulwe,"₹ 6,359/sq.ft.","1,195 sq.ft. (111 sq.m.) Super built-up Area",(111 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 76 L₹ 6,359/sq.ft."
207,2 BHK Apartment in Sector 21 Ulwe,"₹ 6,639/sq.ft.","1,107 sq.ft. (103 sq.m.) Super built-up Area",(103 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 73.5 L₹ 6,639/sq.ft."
208,1 BHK Apartment in Sector 20B Airoli,"₹ 10,962/sq.ft.",675 sq.ft. (63 sq.m.) Super built-up Area,(63 sq.m.) Super built-up Area,1 BHK2 Baths,"₹ 74 L₹ 10,962/sq.ft."
209,1 BHK Apartment in Sector 10 Kharghar,"₹ 8,266/sq.ft.",750 sq.ft. (70 sq.m.) Built-up Area,(70 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 62 L₹ 8,266/sq.ft."
210,Residential land / Plot in Ranjanpada,₹ 505/sq.ft.,"1,089 sq.ft. (101 sq.m.) Plot Area",(101 sq.m.) Plot Area,,₹ 5.5 L₹ 505/sq.ft.
211,1 BHK Apartment in Kharghar,"₹ 8,148/sq.ft.",675 sq.ft. (63 sq.m.) Built-up Area,(63 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 55 L₹ 8,148/sq.ft."
212,3 BHK Apartment in Ulwe,"₹ 8,064/sq.ft.","1,550 sq.ft. (144 sq.m.) Super built-up Area",(144 sq.m.) Super built-up Area,3 BHK3 Baths,"₹ 1.25 Cr₹ 8,064/sq.ft."
213,3 BHK Apartment in Sector 9 Ulwe,"₹ 9,090/sq.ft.","1,650 sq.ft. (153 sq.m.) Built-up Area",(153 sq.m.) Built-up Area,3 BHK3 Baths,"₹ 1.5 Cr₹ 9,090/sq.ft."
214,3 BHK Apartment in Ulwe,"₹ 8,959/sq.ft.","1,730 sq.ft. (161 sq.m.) Super built-up Area",(161 sq.m.) Super built-up Area,3 BHK3 Baths,"₹ 1.55 Cr₹ 8,959/sq.ft."
215,2 BHK Apartment in Ulwe,"₹ 8,518/sq.ft.","1,350 sq.ft. (125 sq.m.) Super built-up Area",(125 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 1.15 Cr₹ 8,518/sq.ft."
216,3 BHK Apartment in Ulwe,"₹ 8,648/sq.ft.","1,850 sq.ft. (172 sq.m.) Super built-up Area",(172 sq.m.) Super built-up Area,3 BHK3 Baths,"₹ 1.6 Cr₹ 8,648/sq.ft."
217,2 BHK Apartment in Ulwe,"₹ 8,518/sq.ft.","1,350 sq.ft. (125 sq.m.) Built-up Area",(125 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 1.15 Cr₹ 8,518/sq.ft."
218,3 BHK Apartment in Sector 18 Ulwe,"₹ 9,090/sq.ft.","1,650 sq.ft. (153 sq.m.) Built-up Area",(153 sq.m.) Built-up Area,3 BHK3 Baths,"₹ 1.5 Cr₹ 9,090/sq.ft."
219,2 BHK Apartment in Sector 17 Ulwe,"₹ 7,528/sq.ft.","1,129 sq.ft. (105 sq.m.) Super built-up Area",(105 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 85 L₹ 7,528/sq.ft."
220,1 BHK Apartment in Kamothe,"₹ 8,396/sq.ft.",655 sq.ft. (61 sq.m.) Super built-up Area,(61 sq.m.) Super built-up Area,1 BHK1 Bath,"₹ 55 L₹ 8,396/sq.ft."
221,1 BHK Apartment in Sector 22 Kamothe,"₹ 7,971/sq.ft.",690 sq.ft. (64 sq.m.) Built-up Area,(64 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 55 L₹ 7,971/sq.ft."
222,2 BHK Apartment in Sector 18 Kamothe,"₹ 7,352/sq.ft.","1,020 sq.ft. (95 sq.m.) Super built-up Area",(95 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 75 L₹ 7,352/sq.ft."
223,2 BHK Apartment in Ulwe,"₹ 8,771/sq.ft.","1,140 sq.ft. (106 sq.m.) Built-up Area",(106 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 1 Cr₹ 8,771/sq.ft."
224,2 BHK Apartment in Sector 5 Ulwe,"₹ 8,272/sq.ft.","1,100 sq.ft. (102 sq.m.) Super built-up Area",(102 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 91 L₹ 8,272/sq.ft."
225,2 BHK Apartment in Sector 10B Ulwe,"₹ 8,750/sq.ft.","1,200 sq.ft. (111 sq.m.) Built-up Area",(111 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 1.05 Cr₹ 8,750/sq.ft."
226,3 BHK Apartment in Sector 9 Ulwe,"₹ 10,000/sq.ft.","1,650 sq.ft. (153 sq.m.) Built-up Area",(153 sq.m.) Built-up Area,3 BHK3 Baths,"₹ 1.65 Cr₹ 10,000/sq.ft."
227,2 BHK Apartment in Sector 20 Ulwe,"₹ 9,130/sq.ft.","1,150 sq.ft. (107 sq.m.) Super built-up Area",(107 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 1.05 Cr₹ 9,130/sq.ft."
228,3 BHK Apartment in Sector 6 Kharghar,"₹ 14,594/sq.ft.","1,850 sq.ft. (172 sq.m.) Super built-up Area",(172 sq.m.) Super built-up Area,3 BHK3 Baths,"₹ 2.7 Cr₹ 14,594/sq.ft."
